        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
     27400               7.096             0.00000             2.81326          -421.45791          -418.64465                 549
     27500               8.540             0.00000             3.38576          -421.79653          -418.41077                 551
     27600               9.165             0.00000             3.63342          -422.30736          -418.67394                 553
     27700               7.246             0.00000             2.87277          -421.46939          -418.59662                 555
     27800               8.948             0.00000             3.54753          -422.20800          -418.66046                 557
     27900               8.196             0.00000             3.24915          -421.80414          -418.55499                 559
     28000               8.477             0.00000             3.36055          -422.16271          -418.80216                 561
     28100               8.149             0.00000             3.23071          -421.92297          -418.69225                 563
     28200               7.545             0.00000             2.99111          -421.37496          -418.38384                 565
     28300               8.694             0.00000             3.44679          -421.49378          -418.04699                 567
     28400               7.242             0.00000             2.87094          -421.23193          -418.36098                 569
     28500               6.409             0.00000             2.54081          -421.12259          -418.58178                 571
     28600               7.314             0.00000             2.89965          -421.59300          -418.69335                 573
     28700               8.177             0.00000             3.24178          -421.83586          -418.59408                 575
     28800               9.204             0.00000             3.64889          -422.01840          -418.36952                 577
     28900               9.502             0.00000             3.76701          -422.39694          -418.62993                 579
     29000               7.577             0.00000             3.00392          -421.72954          -418.72562                 581
     29100               9.315             0.00000             3.69294          -422.44839          -418.75545                 583
     29200               8.554             0.00000             3.39110          -421.97879          -418.58769                 585
     29300               9.149             0.00000             3.62729          -422.55282          -418.92553                 587
     29400               8.378             0.00000             3.32163          -421.87302          -418.55139                 589
     29500               9.576             0.00000             3.79631          -422.32202          -418.52570                 591
     29600               8.159             0.00000             3.23462          -421.51013          -418.27551                 593
     29700               8.105             0.00000             3.21314          -421.59499          -418.38184                 595
     29800               6.948             0.00000             2.75439          -421.36961          -418.61521                 597
     29900               8.522             0.00000             3.37859          -422.11664          -418.73805                 599
     30000               8.641             0.00000             3.42577          -421.93408          -418.50831                 601
     30100               8.504             0.00000             3.37133          -422.19529          -418.82397                 603
     30200               7.477             0.00000             2.96405          -421.63034          -418.66630                 605
     30300               8.582             0.00000             3.40251          -422.05484          -418.65233                 607
     30400               8.283             0.00000             3.28382          -421.81755          -418.53373                 609
     30500               7.787             0.00000             3.08709          -421.50469          -418.41760                 611
     30600               8.377             0.00000             3.32097          -422.18505          -418.86408                 613
     30700               7.724             0.00000             3.06209          -421.74094          -418.67885                 615
     30800               8.057             0.00000             3.19405          -421.92925          -418.73521                 617
     30900               6.859             0.00000             2.71933          -421.09378          -418.37445                 619
     31000               8.367             0.00000             3.31701          -421.89461          -418.57760                 621
     31100               7.974             0.00000             3.16112          -421.92235          -418.76123                 623
     31200               9.142             0.00000             3.62438          -422.14776          -418.52339                 625
     31300               7.949             0.00000             3.15118          -421.19528          -418.04410                 627
     31400               7.616             0.00000             3.01950          -421.41445          -418.39494                 629
     31500               7.901             0.00000             3.13227          -421.61041          -418.47814                 631
     31600               8.688             0.00000             3.44450          -421.99015          -418.54565                 633
     31700               8.089             0.00000             3.20692          -422.03174          -418.82482                 635
     31800               7.988             0.00000             3.16669          -422.25675          -419.09005                 637
     31900               7.763             0.00000             3.07745          -421.84323          -418.76578                 639
     32000               7.268             0.00000             2.88151          -421.61876          -418.73726                 641
     32100               7.142             0.00000             2.83147          -421.26373          -418.43226                 643
     32200               7.442             0.00000             2.95049          -421.57693          -418.62644                 645
     32300               7.197             0.00000             2.85318          -421.28837          -418.43520                 647
     32400               8.335             0.00000             3.30439          -422.06227          -418.75788                 649
     32500               8.740             0.00000             3.46492          -421.89251          -418.42759                 651
     32600               9.458             0.00000             3.74956          -422.30167          -418.55211                 653
     32700               7.592             0.00000             3.00970          -421.97540          -418.96571                 655
     32800               8.518             0.00000             3.37696          -422.20403          -418.82707                 657
     32900               7.978             0.00000             3.16288          -421.74391          -418.58103                 659
     33000               7.390             0.00000             2.92974          -421.42341          -418.49366                 661
     33100               8.080             0.00000             3.20323          -421.74625          -418.54302                 663
     33200               7.452             0.00000             2.95434          -421.56492          -418.61058                 665
     33300               8.083             0.00000             3.20438          -422.00377          -418.79939                 667
     33400               8.684             0.00000             3.44272          -422.03020          -418.58748                 669
     33500               8.826             0.00000             3.49897          -421.96621          -418.46724                 671
     33600               8.721             0.00000             3.45732          -422.01836          -418.56105                 673
     33700               8.720             0.00000             3.45702          -422.15541          -418.69839                 675
     33800               7.188             0.00000             2.84947          -421.22243          -418.37296                 677
     33900               8.818             0.00000             3.49593          -422.06572          -418.56978                 679
     34000               7.849             0.00000             3.11187          -421.71128          -418.59941                 681
     34100               8.886             0.00000             3.52276          -422.15605          -418.63329                 683
     34200               6.560             0.00000             2.60063          -421.12097          -418.52034                 685
     34300               6.971             0.00000             2.76377          -421.59644          -418.83267                 687
     34400               8.638             0.00000             3.42446          -422.02430          -418.59985                 689
     34500               7.957             0.00000             3.15439          -421.90631          -418.75191                 691
     34600               8.578             0.00000             3.40063          -421.54833          -418.14770                 693
     34700               7.540             0.00000             2.98928          -421.59704          -418.60776                 695
     34800               8.677             0.00000             3.44013          -422.09505          -418.65491                 697
     34900               8.577             0.00000             3.40032          -422.13081          -418.73050                 699
     35000               8.641             0.00000             3.42585          -422.01300          -418.58715                 701
     35100               8.497             0.00000             3.36843          -421.66499          -418.29656                 703
     35200               7.605             0.00000             3.01498          -421.47831          -418.46332                 705
     35300               7.100             0.00000             2.81479          -421.20927          -418.39449                 707
     35400               7.849             0.00000             3.11162          -421.93300          -418.82137                 709
     35500               8.996             0.00000             3.56648          -421.86065          -418.29417                 711
     35600               8.984             0.00000             3.56159          -422.09880          -418.53722                 713
     35700               9.023             0.00000             3.57713          -422.54268          -418.96555                 715
     35800               7.129             0.00000             2.82619          -421.48949          -418.66330                 717
     35900               9.127             0.00000             3.61827          -422.29661          -418.67834                 719
     36000               8.203             0.00000             3.25196          -421.73678          -418.48482                 721
     36100               8.839             0.00000             3.50409          -422.02067          -418.51658                 723
     36200               7.922             0.00000             3.14046          -421.62952          -418.48906                 725
     36300               7.586             0.00000             3.00736          -421.39255          -418.38520                 727
     36400               8.607             0.00000             3.41215          -422.10167          -418.68952                 729
     36500               7.303             0.00000             2.89532          -421.49522          -418.59990                 731
     36600               7.849             0.00000             3.11177          -421.73468          -418.62291                 733
     36700               8.426             0.00000             3.34028          -422.29432          -418.95404                 735
     36800               8.102             0.00000             3.21204          -421.80386          -418.59182                 737
     36900               8.211             0.00000             3.25537          -422.09103          -418.83566                 739
     37000               7.094             0.00000             2.81235          -421.25620          -418.44385                 741
     37100               7.251             0.00000             2.87474          -421.28512          -418.41038                 743
     37200               8.186             0.00000             3.24531          -421.60470          -418.35939                 745
     37300               8.028             0.00000             3.18266          -421.98211          -418.79945                 747
     37400               8.054             0.00000             3.19293          -421.77773          -418.58480                 749
     37500               8.279             0.00000             3.28229          -422.06571          -418.78343                 751
     37600               7.225             0.00000             2.86416          -421.61280          -418.74864                 753
     37700               7.925             0.00000             3.14192          -421.32446          -418.18255                 755
     37800               7.730             0.00000             3.06459          -421.71191          -418.64732                 757
     37900               7.941             0.00000             3.14801          -421.59932          -418.45131                 759
     38000               7.466             0.00000             2.95978          -421.24005          -418.28027                 761
     38100               7.751             0.00000             3.07278          -421.32836          -418.25558                 763
     38200               7.930             0.00000             3.14400          -421.83033          -418.68633                 765
     38300               7.811             0.00000             3.09665          -422.07324          -418.97658                 767
     38400               8.742             0.00000             3.46571          -422.28151          -418.81580                 769
     38500               8.101             0.00000             3.21145          -421.74209          -418.53064                 771
     38600               7.689             0.00000             3.04841          -421.61848          -418.57007                 773
     38700               8.222             0.00000             3.25953          -421.72664          -418.46711                 775
     38800               8.962             0.00000             3.55294          -422.26257          -418.70964                 777
     38900               8.539             0.00000             3.38508          -422.34216          -418.95708                 779
     39000               8.088             0.00000             3.20632          -421.64753          -418.44121                 781
