        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       261              50.000             0.00000            19.82239          -403.73887          -383.91648                   -
       262              50.000             0.00000            19.82239          -403.68681          -383.86442                   -
       263              50.000             0.00000            19.82239          -403.54307          -383.72069                   -
       264              50.000             0.00000            19.82239          -403.38241          -383.56002                   -
       265              50.000             0.00000            19.82239          -403.31015          -383.48777                  54
       266              50.000             0.00000            19.82239          -403.34037          -383.51798                   -
       267              50.000             0.00000            19.82239          -403.37989          -383.55750                   -
       268              50.000             0.00000            19.82239          -403.33182          -383.50943                   -
       269              50.000             0.00000            19.82239          -403.18825          -383.36587                   -
       270              50.000             0.00000            19.82239          -403.01288          -383.19049                  55
       271              50.000             0.00000            19.82239          -402.85521          -383.03282                   -
       272              50.000             0.00000            19.82239          -402.70657          -382.88418                   -
       273              50.000             0.00000            19.82239          -402.54008          -382.71770                   -
       274              50.000             0.00000            19.82239          -402.37235          -382.54996                   -
       275              50.000             0.00000            19.82239          -402.27362          -382.45124                  56
       276              50.000             0.00000            19.82239          -402.32502          -382.50263                   -
       277              50.000             0.00000            19.82239          -402.56809          -382.74570                   -
       278              50.000             0.00000            19.82239          -402.97647          -383.15408                   -
       279              50.000             0.00000            19.82239          -403.45166          -383.62928                   -
       280              50.000             0.00000            19.82239          -403.84842          -384.02604                  57
       281              50.000             0.00000            19.82239          -404.03418          -384.21180                   -
       282              50.000             0.00000            19.82239          -403.95099          -384.12861                   -
       283              50.000             0.00000            19.82239          -403.62671          -383.80432                   -
       284              50.000             0.00000            19.82239          -403.12554          -383.30315                   -
       285              50.000             0.00000            19.82239          -402.49941          -382.67702                  58
       286              50.000             0.00000            19.82239          -401.80715          -381.98477                   -
       287              50.000             0.00000            19.82239          -401.17689          -381.35451                   -
       288              50.000             0.00000            19.82239          -400.80123          -380.97884                   -
       289              50.000             0.00000            19.82239          -400.80944          -380.98705                   -
       290              50.000             0.00000            19.82239          -401.13052          -381.30813                  59
       291              50.000             0.00000            19.82239          -401.52533          -381.70294                   -
       292              50.000             0.00000            19.82239          -401.77677          -381.95439                   -
       293              50.000             0.00000            19.82239          -401.82855          -382.00616                   -
       294              50.000             0.00000            19.82239          -401.74061          -381.91822                   -
       295              50.000             0.00000            19.82239          -401.55099          -381.72860                  60
       296              50.000             0.00000            19.82239          -401.22629          -381.40391                   -
       297              50.000             0.00000            19.82239          -400.75789          -380.93550                   -
       298              50.000             0.00000            19.82239          -400.26653          -380.44415                   -
       299              50.000             0.00000            19.82239          -399.95767          -380.13528                   -
       300              50.000             0.00000            19.82239          -399.94844          -380.12605                  61
       301              50.000             0.00000            19.82239          -400.15919          -380.33680                   -
       302              50.000             0.00000            19.82239          -400.40460          -380.58222                   -
       303              50.000             0.00000            19.82239          -400.57464          -380.75226                   -
       304              50.000             0.00000            19.82239          -400.70093          -380.87854                   -
       305              50.000             0.00000            19.82239          -400.86712          -381.04474                  62
       306              50.000             0.00000            19.82239          -401.09484          -381.27246                   -
       307              50.000             0.00000            19.82239          -401.33182          -381.50943                   -
       308              50.000             0.00000            19.82239          -401.52593          -381.70354                   -
       309              50.000             0.00000            19.82239          -401.67256          -381.85018                   -
       310              50.000             0.00000            19.82239          -401.78253          -381.96015                  63
       311              50.000             0.00000            19.82239          -401.82694          -382.00455                   -
       312              50.000             0.00000            19.82239          -401.73476          -381.91237                   -
       313              50.000             0.00000            19.82239          -401.44675          -381.62436                   -
       314              50.000             0.00000            19.82239          -400.97133          -381.14895                   -
       315              50.000             0.00000            19.82239          -400.40174          -380.57936                  64
       316              50.000             0.00000            19.82239          -399.89171          -380.06932                   -
       317              50.000             0.00000            19.82239          -399.59946          -379.77707                   -
       318              50.000             0.00000            19.82239          -399.61547          -379.79309                   -
       319              50.000             0.00000            19.82239          -399.91444          -380.09205                   -
       320              50.000             0.00000            19.82239          -400.37742          -380.55504                  65
       321              50.000             0.00000            19.82239          -400.87093          -381.04855                   -
