        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       184               1.593             0.00000             0.63170          -418.89999          -418.26829                   -
       185               1.636             0.00000             0.64854          -418.91491          -418.26637                   -
       186               1.673             0.00000             0.66317          -418.92769          -418.26453                   -
       187               1.703             0.00000             0.67504          -418.93730          -418.26226                   -
       188               1.726             0.00000             0.68421          -418.94348          -418.25927                   -
       189               1.741             0.00000             0.69007          -418.94550          -418.25544                   -
       190               1.744             0.00000             0.69128          -418.94210          -418.25081                   -
       191               1.733             0.00000             0.68713          -418.93281          -418.24568                   -
       192               1.712             0.00000             0.67853          -418.91902          -418.24049                   -
       193               1.684             0.00000             0.66756          -418.90317          -418.23561                   -
       194               1.654             0.00000             0.65591          -418.88707          -418.23116                   -
       195               1.625             0.00000             0.64425          -418.87116          -418.22690                   -
       196               1.596             0.00000             0.63292          -418.85540          -418.22247                   -
       197               1.571             0.00000             0.62283          -418.84047          -418.21764                   -
       198               1.552             0.00000             0.61529          -418.82772          -418.21243                   -
       199               1.542             0.00000             0.61113          -418.81824          -418.20711                   -
       200               1.539             0.00000             0.61021          -418.81236          -418.20214                   -
       201               1.544             0.00000             0.61208          -418.81020          -418.19812                   -
       202               1.555             0.00000             0.61665          -418.81227          -418.19563                   -
       203               1.574             0.00000             0.62420          -418.81923          -418.19504                   -
       204               1.601             0.00000             0.63475          -418.83108          -418.19634                   -
       205               1.634             0.00000             0.64781          -418.84690          -418.19909                   -
       206               1.672             0.00000             0.66269          -418.86532          -418.20263                   -
       207               1.712             0.00000             0.67874          -418.88502          -418.20628                   -
       208               1.754             0.00000             0.69527          -418.90475          -418.20948                   -
       209               1.794             0.00000             0.71124          -418.92317          -418.21193                   -
       210               1.830             0.00000             0.72558          -418.93917          -418.21359                   -
       211               1.861             0.00000             0.73765          -418.95232          -418.21467                   -
       212               1.885             0.00000             0.74727          -418.96274          -418.21547                   -
       213               1.902             0.00000             0.75424          -418.97040          -418.21616                   -
       214               1.912             0.00000             0.75807          -418.97471          -418.21664                   -
       215               1.913             0.00000             0.75849          -418.97511          -418.21662                   -
       216               1.907             0.00000             0.75603          -418.97182          -418.21579                   -
       217               1.897             0.00000             0.75189          -418.96584          -418.21395                   -
       218               1.884             0.00000             0.74699          -418.95809          -418.21111                   -
       219               1.870             0.00000             0.74147          -418.94897          -418.20749                   -
       220               1.855             0.00000             0.73532          -418.93891          -418.20359                   -
       221               1.839             0.00000             0.72925          -418.92931          -418.20006                   -
       222               1.828             0.00000             0.72460          -418.92220          -418.19760                   -
       223               1.822             0.00000             0.72234          -418.91895          -418.19661                   -
       224               1.822             0.00000             0.72231          -418.91936          -418.19706                   -
       225               1.826             0.00000             0.72388          -418.92240          -418.19852                   -
       226               1.834             0.00000             0.72704          -418.92749          -418.20045                   -
       227               1.848             0.00000             0.73255          -418.93490          -418.20235                   -
       228               1.869             0.00000             0.74101          -418.94490          -418.20389                   -
       229               1.897             0.00000             0.75204          -418.95693          -418.20489                   -
       230               1.929             0.00000             0.76465          -418.97007          -418.20542                   -
       231               1.963             0.00000             0.77826          -418.98402          -418.20576                   -
       232               2.000             0.00000             0.79295          -418.99926          -418.20631                   -
       233               2.040             0.00000             0.80870          -419.01601          -418.20730                   -
       234               2.080             0.00000             0.82470          -419.03340          -418.20870                   -
       235               2.118             0.00000             0.83962          -419.04984          -418.21022                   -
       236               2.151             0.00000             0.85256          -419.06411          -418.21154                   -
       237               2.178             0.00000             0.86337          -419.07587          -418.21250                   -
       238               2.200             0.00000             0.87209          -419.08520          -418.21312                   -
       239               2.216             0.00000             0.87841          -419.09202          -418.21362                   -
       240               2.225             0.00000             0.88196          -419.09638          -418.21441                   -
       241               2.227             0.00000             0.88292          -419.09894          -418.21601                   -
       242               2.225             0.00000             0.88199          -419.10086          -418.21887                   -
       243               2.219             0.00000             0.87982          -419.10293          -418.22311                   -
       244               2.211             0.00000             0.87661          -419.10510          -418.22848                   -
       245               2.201             0.00000             0.87256          -419.10697          -418.23442                   -
       246               2.190             0.00000             0.86831          -419.10855          -418.24023                   -
       247               2.181             0.00000             0.86485          -419.11018          -418.24533                   -
       248               2.176             0.00000             0.86272          -419.11199          -418.24927                   -
       249               2.174             0.00000             0.86186          -419.11369          -418.25184                   -
       250               2.175             0.00000             0.86215          -419.11525          -418.25310                   -
       251               2.179             0.00000             0.86403          -419.11740          -418.25337                   -
       252               2.190             0.00000             0.86815          -419.12111          -418.25296                   -
       253               2.206             0.00000             0.87447          -419.12654          -418.25207                   -
       254               2.225             0.00000             0.88215          -419.13272          -418.25057                   -
       255               2.246             0.00000             0.89035          -419.13858          -418.24824                   -
       256               2.268             0.00000             0.89905          -419.14392          -418.24488                   -
       257               2.292             0.00000             0.90873          -419.14922          -418.24049                   -
       258               2.319             0.00000             0.91939          -419.15466          -418.23528                   -
       259               2.346             0.00000             0.93021          -419.15982          -418.22961                   -
       260               2.372             0.00000             0.94032          -419.16438          -418.22406                   -
       261               2.395             0.00000             0.94959          -419.16887          -418.21929                   -
       262               2.418             0.00000             0.95842          -419.17428          -418.21586                   -
       263               2.439             0.00000             0.96680          -419.18077          -418.21397                   -
       264               2.457             0.00000             0.97388          -419.18724          -418.21336                   -
       265               2.469             0.00000             0.97875          -419.19224          -418.21349                   -
       266               2.475             0.00000             0.98132          -419.19505          -418.21373                   -
       267               2.478             0.00000             0.98223          -419.19585          -418.21362                   -
       268               2.477             0.00000             0.98201          -419.19490          -418.21289                   -
       269               2.474             0.00000             0.98068          -419.19218          -418.21150                   -
       270               2.467             0.00000             0.97817          -419.18786          -418.20969                   -
       271               2.459             0.00000             0.97493          -419.18280          -418.20786                   -
       272               2.451             0.00000             0.97177          -419.17820          -418.20643                   -
       273               2.445             0.00000             0.96915          -419.17473          -418.20559                   -
       274               2.439             0.00000             0.96703          -419.17224          -418.20521                   -
       275               2.435             0.00000             0.96543          -419.17048          -418.20504                   -
       276               2.434             0.00000             0.96490          -419.16974          -418.20483                   -
       277               2.437             0.00000             0.96625          -419.17073          -418.20449                   -
       278               2.446             0.00000             0.96991          -419.17402          -418.20412                   -
       279               2.462             0.00000             0.97593          -419.17997          -418.20405                   -
       280               2.483             0.00000             0.98446          -419.18925          -418.20480                   -
       281               2.512             0.00000             0.99596          -419.20290          -418.20694                   -
       282               2.549             0.00000             1.01058          -419.22143          -418.21085                   -
       283               2.592             0.00000             1.02744          -419.24392          -418.21647                   -
       284               2.636             0.00000             1.04499          -419.26830          -418.22331                   -
       285               2.679             0.00000             1.06195          -419.29255          -418.23060                   -
       286               2.719             0.00000             1.07783          -419.31538          -418.23754                   -
       287               2.755             0.00000             1.09237          -419.33582          -418.24345                   -
       288               2.787             0.00000             1.10471          -419.35253          -418.24782                   -
       289               2.809             0.00000             1.11373          -419.36417          -418.25044                   -
       290               2.823             0.00000             1.11905          -419.37050          -418.25145                   -
       291               2.829             0.00000             1.12152          -419.37273          -418.25121                   -
       292               2.831             0.00000             1.12230          -419.37241          -418.25012                   -
       293               2.830             0.00000             1.12175          -419.37004          -418.24829                   -
       294               2.824             0.00000             1.11947          -419.36505          -418.24558                   -
       295               2.814             0.00000             1.11543          -419.35711          -418.24168                   -
       296               2.802             0.00000             1.11070          -419.34710          -418.23639                   -
       297               2.792             0.00000             1.10688          -419.33659          -418.22971                   -
       298               2.787             0.00000             1.10487          -419.32668          -418.22181                   -
       299               2.787             0.00000             1.10471          -419.31781          -418.21309                   -
       300               2.791             0.00000             1.10643          -419.31059          -418.20416                   -
       301               2.802             0.00000             1.11070          -419.30642          -418.19572                   -
       302               2.821             0.00000             1.11838          -419.30674          -418.18836                   -
       303               2.849             0.00000             1.12945          -419.31174          -418.18229                   -
       304               2.883             0.00000             1.14280          -419.32005          -418.17726                   -
       305               2.918             0.00000             1.15701          -419.32974          -418.17273                   -
       306               2.954             0.00000             1.17123          -419.33937          -418.16814                   -
       307               2.989             0.00000             1.18514          -419.34817          -418.16303                   -
       308               3.023             0.00000             1.19833          -419.35549          -418.15716                   -
       309               3.052             0.00000             1.21014          -419.36069          -418.15055                   -
       310               3.078             0.00000             1.22009          -419.36359          -418.14350                   -
       311               3.098             0.00000             1.22819          -419.36469          -418.13650                   -
       312               3.114             0.00000             1.23468          -419.36469          -418.13002                   -
       313               3.127             0.00000             1.23954          -419.36384          -418.12431                   -
       314               3.134             0.00000             1.24256          -419.36195          -418.11939                   -
       315               3.137             0.00000             1.24376          -419.35888          -418.11511                   -
       316               3.137             0.00000             1.24347          -419.35480          -418.11134                   -
       317               3.133             0.00000             1.24202          -419.35000          -418.10798                   -
       318               3.127             0.00000             1.23955          -419.34468          -418.10513                   -
       319               3.119             0.00000             1.23636          -419.33943          -418.10308                   -
       320               3.111             0.00000             1.23334          -419.33563          -418.10230                   -
       321               3.107             0.00000             1.23168          -419.33498          -418.10330                   -
       322               3.108             0.00000             1.23204          -419.33841          -418.10637                   -
       323               3.113             0.00000             1.23414          -419.34556          -418.11142                   -
       324               3.121             0.00000             1.23742          -419.35542          -418.11799                   -
       325               3.133             0.00000             1.24189          -419.36735          -418.12546                   -
       326               3.148             0.00000             1.24804          -419.38119          -418.13315                   -
       327               3.168             0.00000             1.25600          -419.39644          -418.14044                   -
       328               3.191             0.00000             1.26500          -419.41184          -418.14684                   -
       329               3.214             0.00000             1.27411          -419.42625          -418.15213                   -
       330               3.237             0.00000             1.28325          -419.43966          -418.15642                   -
       331               3.262             0.00000             1.29314          -419.45313          -418.15999                   -
       332               3.290             0.00000             1.30420          -419.46733          -418.16312                   -
       333               3.319             0.00000             1.31569          -419.48155          -418.16586                   -
       334               3.345             0.00000             1.32623          -419.49427          -418.16804                   -
       335               3.368             0.00000             1.33509          -419.50456          -418.16947                   -
       336               3.386             0.00000             1.34253          -419.51258          -418.17005                   -
       337               3.403             0.00000             1.34900          -419.51882          -418.16982                   -
       338               3.416             0.00000             1.35429          -419.52323          -418.16894                   -
       339               3.425             0.00000             1.35780          -419.52553          -418.16773                   -
       340               3.429             0.00000             1.35948          -419.52613          -418.16665                   -
       341               3.431             0.00000             1.36020          -419.52641          -418.16620                   -
       342               3.433             0.00000             1.36099          -419.52773          -418.16674                   -
