        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       228             220.310             0.00000             3.94021             9.56367            13.50389                   -
       229             234.789             0.00000             4.19917             9.29681            13.49598                   -
       230             258.993             0.00000             4.63205             8.83650            13.46856                  47
       231             273.515             0.00000             4.89177             8.55750            13.44927                   -
       232             265.646             0.00000             4.75105             8.70661            13.45766                   -
       233             243.677             0.00000             4.35812             9.12564            13.48376                   -
       234             228.630             0.00000             4.08902             9.41002            13.49904                   -
       235             232.109             0.00000             4.15123             9.33660            13.48784                  48
       236             244.427             0.00000             4.37155             9.09301            13.46457                   -
       237             246.100             0.00000             4.40147             9.05587            13.45734                   -
       238             229.976             0.00000             4.11308             9.36308            13.47616                   -
       239             209.477             0.00000             3.74646             9.75465            13.50111                   -
       240             203.778             0.00000             3.64454             9.85948            13.50402                  49
       241             216.365             0.00000             3.86966             9.61013            13.47979                   -
       242             230.912             0.00000             4.12982             9.32281            13.45263                   -
       243             229.266             0.00000             4.10039             9.34954            13.44993                   -
       244             211.743             0.00000             3.78699             9.68551            13.47251                   -
       245             197.137             0.00000             3.52576             9.96849            13.49426                  50
       246             202.321             0.00000             3.61849             9.87318            13.49166                   -
       247             224.012             0.00000             4.00642             9.46362            13.47003                   -
       248             242.822             0.00000             4.34283             9.11419            13.45703                   -
       249             244.790             0.00000             4.37804             9.09293            13.47096                   -
       250             236.156             0.00000             4.22362             9.27620            13.49982                  51
       251             235.015             0.00000             4.20320             9.31125            13.51446                   -
       252             249.537             0.00000             4.46293             9.03818            13.50111                   -
       253             267.433             0.00000             4.78299             8.69396            13.47695                   -
       254             268.727             0.00000             4.80615             8.66534            13.47149                   -
       255             247.914             0.00000             4.43392             9.06049            13.49440                  52
       256             220.981             0.00000             3.95221             9.57294            13.52515                   -
       257             209.273             0.00000             3.74282             9.79282            13.53564                   -
       258             217.623             0.00000             3.89215             9.62896            13.52111                   -
       259             230.487             0.00000             4.12222             9.38280            13.50502                   -
       260             230.073             0.00000             4.11483             9.39773            13.51256                  53
       261             216.267             0.00000             3.86790             9.67437            13.54227                   -
       262             206.324             0.00000             3.69007             9.87718            13.56725                   -
       263             214.798             0.00000             3.84163             9.72317            13.56480                   -
       264             236.093             0.00000             4.22249             9.31924            13.54172                   -
       265             249.293             0.00000             4.45856             9.06899            13.52755                  54
       266             240.404             0.00000             4.29959             9.24314            13.54273                   -
       267             217.805             0.00000             3.89541             9.68108            13.57648                   -
       268             203.793             0.00000             3.64481             9.95406            13.59887                   -
       269             211.255             0.00000             3.77827             9.81561            13.59388                   -
       270             230.868             0.00000             4.12904             9.44791            13.57695                  55
       271             242.627             0.00000             4.33935             9.23789            13.57724                   -
       272             238.531             0.00000             4.26610             9.33839            13.60449                   -
       273             231.031             0.00000             4.13196             9.50583            13.63779                   -
       274             237.948             0.00000             4.25566             9.39297            13.64863                   -
       275             260.937             0.00000             4.66682             8.96581            13.63263                  56
       276             281.777             0.00000             5.03954             8.57509            13.61463                   -
       277             280.965             0.00000             5.02503             8.59675            13.62177                   -
       278             258.384             0.00000             4.62115             9.03302            13.65417                   -
       279             233.409             0.00000             4.17448             9.51090            13.68539                   -
       280             224.400             0.00000             4.01336             9.67860            13.69197                  57
       281             230.090             0.00000             4.11513             9.56410            13.67923                   -
       282             233.102             0.00000             4.16900             9.50571            13.67471                   -
       283             221.191             0.00000             3.95597             9.74071            13.69668                   -
       284             202.214             0.00000             3.61656            10.11636            13.73292                   -
       285             195.953             0.00000             3.50459            10.24903            13.75362                  58
       286             211.834             0.00000             3.78863             9.95561            13.74424                   -
       287             237.442             0.00000             4.24662             9.47544            13.72206                   -
       288             250.978             0.00000             4.48870             9.22919            13.71789                   -
       289             244.315             0.00000             4.36955             9.37339            13.74294                   -
       290             231.390             0.00000             4.13837             9.63894            13.77732                  59
       291             232.609             0.00000             4.16018             9.63261            13.79278                   -
       292             252.414             0.00000             4.51439             9.27019            13.78458                   -
       293             274.653             0.00000             4.91214             8.86454            13.77668                   -
       294             280.629             0.00000             5.01901             8.77561            13.79462                   -
       295             269.554             0.00000             4.82094             9.01559            13.83653                  60
       296             258.692             0.00000             4.62667             9.24799            13.87465                   -
       297             263.287             0.00000             4.70885             9.17676            13.88561                   -
       298             278.845             0.00000             4.98710             8.88855            13.87565                   -
       299             285.526             0.00000             5.10659             8.76673            13.87332                   -
       300             269.838             0.00000             4.82602             9.07187            13.89789                  61
       301             239.763             0.00000             4.28812             9.65043            13.93855                   -
       302             216.723             0.00000             3.87606            10.09075            13.96680                   -
       303             213.312             0.00000             3.81505            10.15325            13.96830                   -
       304             221.242             0.00000             3.95689            10.00190            13.95879                   -
       305             222.549             0.00000             3.98026             9.98612            13.96638                  62
       306             211.268             0.00000             3.77849            10.22142            13.99991                   -
       307             201.242             0.00000             3.59919            10.43935            14.03854                   -
       308             211.157             0.00000             3.77652            10.27785            14.05436                   -
       309             243.232             0.00000             4.35017             9.69288            14.04305                   -
       310             279.145             0.00000             4.99248             9.03631            14.02879                  63
       311             297.880             0.00000             5.32754             8.71064            14.03818                   -
       312             296.151             0.00000             5.29662             8.77530            14.07192                   -
       313             289.340             0.00000             5.17480             8.93044            14.10524                   -
       314             292.409             0.00000             5.22970             8.88678            14.11648                   -
       315             302.398             0.00000             5.40834             8.70339            14.11173                  64
       316             302.126             0.00000             5.40347             8.71453            14.11800                   -
       317             280.873             0.00000             5.02337             9.12893            14.15230                   -
       318             248.630             0.00000             4.44671             9.75478            14.20149                   -
       319             227.603             0.00000             4.07065            10.16490            14.23556                   -
       320             229.949             0.00000             4.11260            10.12698            14.23958                  65
       321             245.933             0.00000             4.39848             9.83078            14.22927                   -
       322             255.204             0.00000             4.56429             9.66908            14.23337                   -
       323             248.617             0.00000             4.44649             9.81635            14.26283                   -
       324             236.907             0.00000             4.23704            10.06318            14.30022                   -
       325             237.251             0.00000             4.24319            10.07735            14.32054                  66
       326             253.132             0.00000             4.52724             9.79278            14.32001                   -
       327             270.062             0.00000             4.83001             9.49081            14.32083                   -
       328             271.948             0.00000             4.86375             9.48266            14.34641                   -
       329             259.848             0.00000             4.64734             9.74731            14.39465                   -
       330             251.962             0.00000             4.50631             9.93263            14.43894                  67
       331             264.366             0.00000             4.72815             9.72801            14.45616                   -
       332             293.276             0.00000             5.24521             9.20606            14.45127                   -
       333             318.208             0.00000             5.69110             8.76047            14.45157                   -
       334             322.708             0.00000             5.77158             8.70553            14.47712                   -
       335             310.269             0.00000             5.54911             8.97042            14.51954                  68
       336             298.446             0.00000             5.33767             9.21481            14.55248                   -
       337             298.247             0.00000             5.33411             9.22774            14.56185                   -
       338             302.019             0.00000             5.40156             9.16047            14.56203                   -
       339             293.336             0.00000             5.24627             9.33346            14.57973                   -
       340             267.575             0.00000             4.78554             9.83790            14.62345                  69
       341             239.736             0.00000             4.28765            10.38537            14.67302                   -
       342             230.337             0.00000             4.11955            10.58147            14.70102                   -
