        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.             E_ia(# 0)             E_ia(# 1)             E_ia(# 2)             E_ia(# 3)             E_ia(# 4)             E_ia(# 5)
       405             243.019             0.00000             9.41711            16.83475            26.25186                   -             0.00000             0.00000             0.00000             1.08771             0.00000             0.66718
       406             243.619             0.00000             9.44036            16.67427            26.11462                   -             0.00000             0.00000             0.00000             1.09664             0.00000             0.68001
       407             244.219             0.00000             9.46360            17.09236            26.55595                   -             0.00000             0.00000             0.00000             1.11060             0.00000             0.69075
       408             244.818             0.00000             9.48684            17.48665            26.97349                   -             0.00000             0.00000             0.00000             1.13164             0.00000             0.70024
       409             245.418             0.00000             9.51009            17.42087            26.93096                   -             0.00000             0.00000             0.00000             1.16116             0.00000             0.70967
       410             246.018             0.00000             9.53333            17.02506            26.55838                   -             0.00000             0.00000             0.00000             1.19900             0.00000             0.72009
       411             246.618             0.00000             9.55657            16.80533            26.36190                   -             0.00000             0.00000             0.00000             1.24317             0.00000             0.73214
       412             247.218             0.00000             9.57981            17.10174            26.68155                   -             0.00000             0.00000             0.00000             1.29028             0.00000             0.74584
       413             247.817             0.00000             9.60306            17.85691            27.45997                   -             0.00000             0.00000             0.00000             1.33565             0.00000             0.76048
       414             248.417             0.00000             9.62630            18.79956            28.42586                   -             0.00000             0.00000             0.00000             1.37351             0.00000             0.77437
       415             249.017             0.00000             9.64954            19.76324            29.41278                   -             0.00000             0.00000             0.00000             1.39815             0.00000             0.78483
       416             249.617             0.00000             9.67278            20.80087            30.47365                   -             0.00000             0.00000             0.00000             1.40594             0.00000             0.78880
       417             250.217             0.00000             9.69603            21.92983            31.62585                   -             0.00000             0.00000             0.00000             1.39593             0.00000             0.78404
       418             250.816             0.00000             9.71927            22.79618            32.51545                   -             0.00000             0.00000             0.00000             1.36921             0.00000             0.77030
       419             251.416             0.00000             9.74251            22.72792            32.47043                   -             0.00000             0.00000             0.00000             1.32918             0.00000             0.75010
       420             252.016             0.00000             9.76575            21.34256            31.10831                   -             0.00000             0.00000             0.00000             1.28210             0.00000             0.72830
       421             252.616             0.00000             9.78900            19.06190            28.85090                   -             0.00000             0.00000             0.00000             1.23482             0.00000             0.70955
       422             253.216             0.00000             9.81224            16.70919            26.52143                   -             0.00000             0.00000             0.00000             1.19128             0.00000             0.69602
       423             253.815             0.00000             9.83548            14.81547            24.65095                   -             0.00000             0.00000             0.00000             1.15237             0.00000             0.68764
       424             254.415             0.00000             9.85872            13.48160            23.34033                   -             0.00000             0.00000             0.00000             1.11787             0.00000             0.68329
       425             255.015             0.00000             9.88197            12.63264            22.51460                   -             0.00000             0.00000             0.00000             1.08757             0.00000             0.68149
       426             255.615             0.00000             9.90521            12.24359            22.14880                   -             0.00000             0.00000             0.00000             1.06158             0.00000             0.68058
       427             256.215             0.00000             9.92845            12.34887            22.27732                   -             0.00000             0.00000             0.00000             1.04013             0.00000             0.67886
       428             256.814             0.00000             9.95169            12.90164            22.85334                   -             0.00000             0.00000             0.00000             1.02335             0.00000             0.67482
       429             257.414             0.00000             9.97494            13.67648            23.65142                   -             0.00000             0.00000             0.00000             1.01138             0.00000             0.66758
       430             258.014             0.00000             9.99818            14.33713            24.33531                   -             0.00000             0.00000             0.00000             1.00433             0.00000             0.65722
       431             258.614             0.00000            10.02142            14.63027            24.65169                   -             0.00000             0.00000             0.00000             1.00219             0.00000             0.64493
       432             259.214             0.00000            10.04466            14.52495            24.56962                   -             0.00000             0.00000             0.00000             1.00456             0.00000             0.63249
       433             259.813             0.00000            10.06791            14.15290            24.22081                   -             0.00000             0.00000             0.00000             1.01070             0.00000             0.62140
       434             260.413             0.00000            10.09115            13.66021            23.75136                   -             0.00000             0.00000             0.00000             1.01972             0.00000             0.61228
       435             261.013             0.00000            10.11439            13.15745            23.27185                   -             0.00000             0.00000             0.00000             1.03078             0.00000             0.60496
       436             261.613             0.00000            10.13763            12.75431            22.89194                   -             0.00000             0.00000             0.00000             1.04326             0.00000             0.59877
       437             262.213             0.00000            10.16088            12.55665            22.71753                   -             0.00000             0.00000             0.00000             1.05689             0.00000             0.59285
       438             262.812             0.00000            10.18412            12.59669            22.78081                   -             0.00000             0.00000             0.00000             1.07175             0.00000             0.58640
       439             263.412             0.00000            10.20736            12.77706            22.98442                   -             0.00000             0.00000             0.00000             1.08810             0.00000             0.57901
       440             264.012             0.00000            10.23060            12.90786            23.13846                   -             0.00000             0.00000             0.00000             1.10600             0.00000             0.57082
       441             264.612             0.00000            10.25385            12.83048            23.08433                   -             0.00000             0.00000             0.00000             1.12477             0.00000             0.56259
       442             265.212             0.00000            10.27709            12.52389            22.80098                   -             0.00000             0.00000             0.00000             1.14296             0.00000             0.55542
       443             265.811             0.00000            10.30033            12.07797            22.37830                   -             0.00000             0.00000             0.00000             1.15885             0.00000             0.55042
       444             266.411             0.00000            10.32357            11.56342            21.88699                   -             0.00000             0.00000             0.00000             1.17120             0.00000             0.54838
       445             267.011             0.00000            10.34682            10.95880            21.30562                   -             0.00000             0.00000             0.00000             1.17966             0.00000             0.54970
       446             267.611             0.00000            10.37006            10.21993            20.58999                   -             0.00000             0.00000             0.00000             1.18452             0.00000             0.55449
       447             268.211             0.00000            10.39330             9.39556            19.78886                   -             0.00000             0.00000             0.00000             1.18649             0.00000             0.56256
       448             268.810             0.00000            10.41655             8.62541            19.04196                   -             0.00000             0.00000             0.00000             1.18656             0.00000             0.57343
       449             269.410             0.00000            10.43979             8.00827            18.44806                   -             0.00000             0.00000             0.00000             1.18593             0.00000             0.58636
       450             270.010             0.00000            10.46303             7.51262            17.97565                   -             0.00000             0.00000             0.00000             1.18585             0.00000             0.60038
       451             270.610             0.00000            10.48627             7.05579            17.54206                   -             0.00000             0.00000             0.00000             1.18721             0.00000             0.61436
       452             271.210             0.00000            10.50952             6.66289            17.17241                   -             0.00000             0.00000             0.00000             1.19028             0.00000             0.62733
       453             271.809             0.00000            10.53276             6.49172            17.02447                   -             0.00000             0.00000             0.00000             1.19453             0.00000             0.63899
       454             272.409             0.00000            10.55600             6.66178            17.21778                   -             0.00000             0.00000             0.00000             1.19889             0.00000             0.64993
       455             273.009             0.00000            10.57924             7.08627            17.66551                   -             0.00000             0.00000             0.00000             1.20202             0.00000             0.66128
       456             273.609             0.00000            10.60249             7.51386            18.11635                   -             0.00000             0.00000             0.00000             1.20271             0.00000             0.67405
       457             274.209             0.00000            10.62573             7.77127            18.39700                   -             0.00000             0.00000             0.00000             1.20027             0.00000             0.68833
       458             274.808             0.00000            10.64897             7.95715            18.60612                   -             0.00000             0.00000             0.00000             1.19489             0.00000             0.70270
       459             275.408             0.00000            10.67221             8.31466            18.98687                   -             0.00000             0.00000             0.00000             1.18753             0.00000             0.71430
       460             276.008             0.00000            10.69546             8.89095            19.58641                   -             0.00000             0.00000             0.00000             1.17930             0.00000             0.71937
       461             276.608             0.00000            10.71870             9.36946            20.08816                   -             0.00000             0.00000             0.00000             1.17103             0.00000             0.71449
       462             277.208             0.00000            10.74194             9.28608            20.02802                   -             0.00000             0.00000             0.00000             1.16306             0.00000             0.69848
       463             277.807             0.00000            10.76518             8.49445            19.25963                   -             0.00000             0.00000             0.00000             1.15532             0.00000             0.67396
       464             278.407             0.00000            10.78843             7.36219            18.15062                   -             0.00000             0.00000             0.00000             1.14750             0.00000             0.64627
       465             279.007             0.00000            10.81167             6.39635            17.20802                   -             0.00000             0.00000             0.00000             1.13929             0.00000             0.62028
       466             279.607             0.00000            10.83491             5.79508            16.62999                   -             0.00000             0.00000             0.00000             1.13061             0.00000             0.59857
       467             280.207             0.00000            10.85815             5.40920            16.26735                   -             0.00000             0.00000             0.00000             1.12170             0.00000             0.58187
       468             280.806             0.00000            10.88140             5.03839            15.91979                   -             0.00000             0.00000             0.00000             1.11317             0.00000             0.56991
       469             281.406             0.00000            10.90464             4.72913            15.63377                   -             0.00000             0.00000             0.00000             1.10587             0.00000             0.56190
       470             282.006             0.00000            10.92788             4.75955            15.68744                   -             0.00000             0.00000             0.00000             1.10064             0.00000             0.55669
       471             282.606             0.00000            10.95112             5.32977            16.28089                   -             0.00000             0.00000             0.00000             1.09819             0.00000             0.55302
       472             283.206             0.00000            10.97437             6.30319            17.27756                   -             0.00000             0.00000             0.00000             1.09905             0.00000             0.54974
       473             283.805             0.00000            10.99761             7.24366            18.24127                   -             0.00000             0.00000             0.00000             1.10359             0.00000             0.54599
       474             284.405             0.00000            11.02085             7.74981            18.77067                   -             0.00000             0.00000             0.00000             1.11175             0.00000             0.54144
       475             285.005             0.00000            11.04409             7.83147            18.87556                   -             0.00000             0.00000             0.00000             1.12292             0.00000             0.53646
       476             285.605             0.00000            11.06734             7.86504            18.93238                   -             0.00000             0.00000             0.00000             1.13605             0.00000             0.53190
       477             286.205             0.00000            11.09058             8.13269            19.22327                   -             0.00000             0.00000             0.00000             1.15017             0.00000             0.52862
       478             286.804             0.00000            11.11382             8.52298            19.63680                   -             0.00000             0.00000             0.00000             1.16462             0.00000             0.52731
       479             287.404             0.00000            11.13706             8.69186            19.82893                   -             0.00000             0.00000             0.00000             1.17905             0.00000             0.52836
       480             288.004             0.00000            11.16031             8.48786            19.64817                   -             0.00000             0.00000             0.00000             1.19348             0.00000             0.53176
       481             288.604             0.00000            11.18355             8.17252            19.35607                   -             0.00000             0.00000             0.00000             1.20852             0.00000             0.53701
       482             289.204             0.00000            11.20679             8.14658            19.35337                   -             0.00000             0.00000             0.00000             1.22535             0.00000             0.54327
       483             289.803             0.00000            11.23003             8.53398            19.76401                   -             0.00000             0.00000             0.00000             1.24535             0.00000             0.54951
       484             290.403             0.00000            11.25328             9.09090            20.34418                   -             0.00000             0.00000             0.00000             1.26919             0.00000             0.55468
       485             291.003             0.00000            11.27652             9.47762            20.75414                   -             0.00000             0.00000             0.00000             1.29599             0.00000             0.55793
       486             291.603             0.00000            11.29976             9.61476            20.91452                   -             0.00000             0.00000             0.00000             1.32290             0.00000             0.55896
       487             292.203             0.00000            11.32301             9.72182            21.04482                   -             0.00000             0.00000             0.00000             1.34603             0.00000             0.55826
       488             292.802             0.00000            11.34625             9.97640            21.32264                   -             0.00000             0.00000             0.00000             1.36213             0.00000             0.55684
       489             293.402             0.00000            11.36949            10.24980            21.61929                   -             0.00000             0.00000             0.00000             1.36974             0.00000             0.55582
       490             294.002             0.00000            11.39273            10.25185            21.64458                   -             0.00000             0.00000             0.00000             1.36949             0.00000             0.55606
       491             294.602             0.00000            11.41598             9.92209            21.33807                   -             0.00000             0.00000             0.00000             1.36393             0.00000             0.55793
       492             295.202             0.00000            11.43922             9.58148            21.02070                   -             0.00000             0.00000             0.00000             1.35683             0.00000             0.56128
       493             295.801             0.00000            11.46246             9.62025            21.08271                   -             0.00000             0.00000             0.00000             1.35191             0.00000             0.56547
       494             296.401             0.00000            11.48570            10.13163            21.61734                   -             0.00000             0.00000             0.00000             1.35197             0.00000             0.56955
       495             297.001             0.00000            11.50895            10.89725            22.40619                   -             0.00000             0.00000             0.00000             1.35843             0.00000             0.57249
       496             297.601             0.00000            11.53219            11.67485            23.20703                   -             0.00000             0.00000             0.00000             1.37094             0.00000             0.57344
       497             298.201             0.00000            11.55543            12.47689            24.03232                   -             0.00000             0.00000             0.00000             1.38708             0.00000             0.57221
       498             298.800             0.00000            11.57867            13.53515            25.11382                   -             0.00000             0.00000             0.00000             1.40282             0.00000             0.56942
       499             299.400             0.00000            11.60192            15.00414            26.60606                   -             0.00000             0.00000             0.00000             1.41391             0.00000             0.56628
       500             300.000             0.00000            11.62516            16.76344            28.38860                   6             0.00000             0.00000             0.00000             1.41731             0.00000             0.56400
       501             300.000             0.00000            11.62516            18.50348            30.12863                   -             0.00000             0.00000             0.00000             1.41238             0.00000             0.56353
       502             300.000             0.00000            11.62516            19.99352            31.61868                   -             0.00000             0.00000             0.00000             1.40137             0.00000             0.56521
       503             300.000             0.00000            11.62516            21.23677            32.86193                   -             0.00000             0.00000             0.00000             1.38865             0.00000             0.56865
       504             300.000             0.00000            11.62516            22.30839            33.93355                   -             0.00000             0.00000             0.00000             1.37884             0.00000             0.57270
       505             300.000             0.00000            11.62516            23.07442            34.69958                   -             0.00000             0.00000             0.00000             1.37518             0.00000             0.57571
       506             300.000             0.00000            11.62516            23.19157            34.81673                   -             0.00000             0.00000             0.00000             1.37855             0.00000             0.57613
       507             300.000             0.00000            11.62516            22.48282            34.10798                   -             0.00000             0.00000             0.00000             1.38690             0.00000             0.57333
       508             300.000             0.00000            11.62516            21.26769            32.89284                   -             0.00000             0.00000             0.00000             1.39589             0.00000             0.56812
       509             300.000             0.00000            11.62516            20.14371            31.76887                   -             0.00000             0.00000             0.00000             1.40137             0.00000             0.56222
       510             300.000             0.00000            11.62516            19.46851            31.09367                   -             0.00000             0.00000             0.00000             1.40153             0.00000             0.55725
       511             300.000             0.00000            11.62516            19.16013            30.78528                   -             0.00000             0.00000             0.00000             1.39707             0.00000             0.55428
       512             300.000             0.00000            11.62516            18.94526            30.57042                   -             0.00000             0.00000             0.00000             1.39024             0.00000             0.55377
       513             300.000             0.00000            11.62516            18.76075            30.38591                   -             0.00000             0.00000             0.00000             1.38388             0.00000             0.55562
       514             300.000             0.00000            11.62516            18.88745            30.51260                   -             0.00000             0.00000             0.00000             1.38117             0.00000             0.55918
       515             300.000             0.00000            11.62516            19.66657            31.29173                   -             0.00000             0.00000             0.00000             1.38564             0.00000             0.56346
       516             300.000             0.00000            11.62516            21.16199            32.78715                   -             0.00000             0.00000             0.00000             1.40131             0.00000             0.56724
       517             300.000             0.00000            11.62516            23.13356            34.75872                   -             0.00000             0.00000             0.00000             1.43240             0.00000             0.56930
       518             300.000             0.00000            11.62516            25.29785            36.92301                   -             0.00000             0.00000             0.00000             1.48251             0.00000             0.56867
       519             300.000             0.00000            11.62516            27.58820            39.21335                   -             0.00000             0.00000             0.00000             1.55266             0.00000             0.56507
       520             300.000             0.00000            11.62516            30.09054            41.71569                   -             0.00000             0.00000             0.00000             1.63868             0.00000             0.55923
       521             300.000             0.00000            11.62516            32.70800            44.33315                   -             0.00000             0.00000             0.00000             1.72862             0.00000             0.55249
       522             300.000             0.00000            11.62516            35.01239            46.63754                   -             0.00000             0.00000             0.00000             1.80168             0.00000             0.54624
       523             300.000             0.00000            11.62516            36.55123            48.17639                   -             0.00000             0.00000             0.00000             1.83594             0.00000             0.54147
       524             300.000             0.00000            11.62516            37.30130            48.92646                   -             0.00000             0.00000             0.00000             1.82709             0.00000             0.53848
       525             300.000             0.00000            11.62516            37.60894            49.23410                   -             0.00000             0.00000             0.00000             1.79557             0.00000             0.53681
       526             300.000             0.00000            11.62516            37.67604            49.30120                   -             0.00000             0.00000             0.00000             1.77011             0.00000             0.53555
       527             300.000             0.00000            11.62516            37.33112            48.95627                   -             0.00000             0.00000             0.00000             1.77087             0.00000             0.53374
       528             300.000             0.00000            11.62516            36.29321            47.91837                   -             0.00000             0.00000             0.00000             1.80378             0.00000             0.53066
       529             300.000             0.00000            11.62516            34.54791            46.17307                   -             0.00000             0.00000             0.00000             1.85908             0.00000             0.52625
       530             300.000             0.00000            11.62516            32.40557            44.03073                   -             0.00000             0.00000             0.00000             1.91360             0.00000             0.52111
       531             300.000             0.00000            11.62516            30.23020            41.85536                   -             0.00000             0.00000             0.00000             1.94006             0.00000             0.51620
       532             300.000             0.00000            11.62516            28.20523            39.83039                   -             0.00000             0.00000             0.00000             1.92057             0.00000             0.51234
       533             300.000             0.00000            11.62516            26.34701            37.97217                   -             0.00000             0.00000             0.00000             1.85482             0.00000             0.51004
       534             300.000             0.00000            11.62516            24.66354            36.28870                   -             0.00000             0.00000             0.00000             1.75758             0.00000             0.50944
       535             300.000             0.00000            11.62516            23.25876            34.88392                   -             0.00000             0.00000             0.00000             1.64908             0.00000             0.51043
       536             300.000             0.00000            11.62516            22.28211            33.90727                   -             0.00000             0.00000             0.00000             1.54630             0.00000             0.51278
       537             300.000             0.00000            11.62516            21.80138            33.42653                   -             0.00000             0.00000             0.00000             1.45948             0.00000             0.51624
       538             300.000             0.00000            11.62516            21.74726            33.37242                   -             0.00000             0.00000             0.00000             1.39256             0.00000             0.52066
       539             300.000             0.00000            11.62516            21.96922            33.59438                   -             0.00000             0.00000             0.00000             1.34505             0.00000             0.52603
       540             300.000             0.00000            11.62516            22.31553            33.94069                   -             0.00000             0.00000             0.00000             1.31375             0.00000             0.53250
       541             300.000             0.00000            11.62516            22.65368            34.27884                   -             0.00000             0.00000             0.00000             1.29411             0.00000             0.54042
       542             300.000             0.00000            11.62516            22.86056            34.48571                   -             0.00000             0.00000             0.00000             1.28136             0.00000             0.55031
       543             300.000             0.00000            11.62516            22.86790            34.49306                   -             0.00000             0.00000             0.00000             1.27156             0.00000             0.56266
       544             300.000             0.00000            11.62516            22.73112            34.35628                   -             0.00000             0.00000             0.00000             1.26238             0.00000             0.57776
       545             300.000             0.00000            11.62516            22.58213            34.20729                   -             0.00000             0.00000             0.00000             1.25366             0.00000             0.59554
       546             300.000             0.00000            11.62516            22.46554            34.09070                   -             0.00000             0.00000             0.00000             1.24748             0.00000             0.61546
       547             300.000             0.00000            11.62516            22.25911            33.88427                   -             0.00000             0.00000             0.00000             1.24769             0.00000             0.63637
       548             300.000             0.00000            11.62516            21.81148            33.43664                   -             0.00000             0.00000             0.00000             1.25909             0.00000             0.65641
       549             300.000             0.00000            11.62516            21.15607            32.78123                   -             0.00000             0.00000             0.00000             1.28641             0.00000             0.67310
       550             300.000             0.00000            11.62516            20.51485            32.14001                   -             0.00000             0.00000             0.00000             1.33331             0.00000             0.68405
       551             300.000             0.00000            11.62516            20.05439            31.67954                   -             0.00000             0.00000             0.00000             1.40121             0.00000             0.68772
       552             300.000             0.00000            11.62516            19.68726            31.31242                   -             0.00000             0.00000             0.00000             1.48670             0.00000             0.68391
       553             300.000             0.00000            11.62516            19.13894            30.76410                   -             0.00000             0.00000             0.00000             1.57771             0.00000             0.67365
       554             300.000             0.00000            11.62516            18.20099            29.82615                   -             0.00000             0.00000             0.00000             1.65277             0.00000             0.65875
       555             300.000             0.00000            11.62516            16.90032            28.52548                   -             0.00000             0.00000             0.00000             1.68929             0.00000             0.64105
       556             300.000             0.00000            11.62516            15.41656            27.04172                   -             0.00000             0.00000             0.00000             1.67712             0.00000             0.62203
       557             300.000             0.00000            11.62516            13.91299            25.53815                   -             0.00000             0.00000             0.00000             1.62397             0.00000             0.60271
       558             300.000             0.00000            11.62516            12.50967            24.13483                   -             0.00000             0.00000             0.00000             1.54865             0.00000             0.58387
       559             300.000             0.00000            11.62516            11.35886            22.98402                   -             0.00000             0.00000             0.00000             1.47009             0.00000             0.56618
       560             300.000             0.00000            11.62516            10.64857            22.27373                   -             0.00000             0.00000             0.00000             1.40033             0.00000             0.55014
       561             300.000             0.00000            11.62516            10.49514            22.12030                   -             0.00000             0.00000             0.00000             1.34368             0.00000             0.53611
       562             300.000             0.00000            11.62516            10.84330            22.46846                   -             0.00000             0.00000             0.00000             1.29935             0.00000             0.52433
       563             300.000             0.00000            11.62516            11.48429            23.10945                   -             0.00000             0.00000             0.00000             1.26439             0.00000             0.51497
       564             300.000             0.00000            11.62516            12.19133            23.81649                   -             0.00000             0.00000             0.00000             1.23554             0.00000             0.50817
       565             300.000             0.00000            11.62516            12.85432            24.47948                   -             0.00000             0.00000             0.00000             1.21022             0.00000             0.50393
       566             300.000             0.00000            11.62516            13.45510            25.08026                   -             0.00000             0.00000             0.00000             1.18706             0.00000             0.50201
       567             300.000             0.00000            11.62516            13.88786            25.51302                   -             0.00000             0.00000             0.00000             1.16601             0.00000             0.50200
       568             300.000             0.00000            11.62516            13.86930            25.49446                   -             0.00000             0.00000             0.00000             1.14809             0.00000             0.50339
       569             300.000             0.00000            11.62516            13.14889            24.77405                   -             0.00000             0.00000             0.00000             1.13491             0.00000             0.50574
       570             300.000             0.00000            11.62516            11.84910            23.47426                   -             0.00000             0.00000             0.00000             1.12787             0.00000             0.50874
       571             300.000             0.00000            11.62516            10.46324            22.08840                   -             0.00000             0.00000             0.00000             1.12749             0.00000             0.51238
       572             300.000             0.00000            11.62516             9.44865            21.07381                   -             0.00000             0.00000             0.00000             1.13334             0.00000             0.51696
       573             300.000             0.00000            11.62516             8.90001            20.52517                   -             0.00000             0.00000             0.00000             1.14427             0.00000             0.52307
       574             300.000             0.00000            11.62516             8.58742            20.21257                   -             0.00000             0.00000             0.00000             1.15832             0.00000             0.53152
       575             300.000             0.00000            11.62516             8.24331            19.86846                   -             0.00000             0.00000             0.00000             1.17261             0.00000             0.54315
       576             300.000             0.00000            11.62516             7.82805            19.45321                   -             0.00000             0.00000             0.00000             1.18366             0.00000             0.55860
       577             300.000             0.00000            11.62516             7.52453            19.14969                   -             0.00000             0.00000             0.00000             1.18842             0.00000             0.57810
       578             300.000             0.00000            11.62516             7.49120            19.11636                   -             0.00000             0.00000             0.00000             1.18543             0.00000             0.60128
       579             300.000             0.00000            11.62516             7.67546            19.30062                   -             0.00000             0.00000             0.00000             1.17525             0.00000             0.62694
       580             300.000             0.00000            11.62516             7.87657            19.50173                   -             0.00000             0.00000             0.00000             1.16032             0.00000             0.65276
       581             300.000             0.00000            11.62516             7.97174            19.59690                   -             0.00000             0.00000             0.00000             1.14411             0.00000             0.67544
       582             300.000             0.00000            11.62516             8.05621            19.68137                   -             0.00000             0.00000             0.00000             1.12996             0.00000             0.69178
       583             300.000             0.00000            11.62516             8.32509            19.95025                   -             0.00000             0.00000             0.00000             1.12005             0.00000             0.70007
       584             300.000             0.00000            11.62516             8.82683            20.45199                   -             0.00000             0.00000             0.00000             1.11519             0.00000             0.70063
