        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       142              85.201             0.00000            28.64386         -3616.66506         -3588.02120                   -
       143              85.801             0.00000            28.88371         -3616.56619         -3587.68247                   -
       144              86.401             0.00000            29.11841         -3616.92849         -3587.81008                   -
       145              87.001             0.00000            29.34128         -3617.94215         -3588.60087                  30
       146              87.601             0.00000            29.55567         -3618.94405         -3589.38838                   -
       147              88.201             0.00000            29.76809         -3619.19386         -3589.42577                   -
       148              88.801             0.00000            29.97778         -3618.83918         -3588.86140                   -
       149              89.401             0.00000            30.44706         -3618.59253         -3588.14547                   -
       150              90.001             0.00000            30.64218         -3618.58954         -3587.94735                  31
       151              90.601             0.00000            30.83860         -3618.21915         -3587.38055                   -
       152              91.201             0.00000            31.04003         -3617.27311         -3586.23309                   -
       153              91.801             0.00000            31.51016         -3616.53519         -3585.02503                   -
       154              92.401             0.00000            31.70581         -3616.75789         -3585.05208                   -
       155              93.001             0.00000            32.17930         -3617.47158         -3585.29228                  32
       156              93.601             0.00000            32.38184         -3617.58172         -3585.19988                   -
       157              94.201             0.00000            32.70785         -3616.87695         -3584.16909                   -
       158              94.801             0.00000            32.91806         -3616.12001         -3583.20195                   -
       159              95.401             0.00000            33.13205         -3615.72971         -3582.59766                   -
       160              96.001             0.00000            33.23883         -3615.14492         -3581.90610                  33
       161              96.601             0.00000            33.46489         -3613.89201         -3580.42712                   -
       162              97.201             0.00000            33.69123         -3612.55710         -3578.86588                   -
       163              97.801             0.00000            33.90510         -3612.10131         -3578.19620                   -
       164              98.401             0.00000            34.10471         -3612.52274         -3578.41803                   -
       165              99.001             0.00000            34.47842         -3612.93777         -3578.45935                  34
       166              99.601             0.00000            34.69183         -3612.88987         -3578.19804                   -
       167             100.201             0.00000            34.90076         -3612.76265         -3577.86188                   -
       168             100.801             0.00000            35.10385         -3612.92170         -3577.81785                   -
       169             101.401             0.00000            35.30392         -3613.13619         -3577.83227                   -
       170             102.001             0.00000            35.22575         -3613.12934         -3577.90359                  35
       171             102.601             0.00000            35.42130         -3613.15197         -3577.73066                   -
       172             103.201             0.00000            35.62104         -3613.60382         -3577.98278                   -
       173             103.801             0.00000            35.82406         -3614.45538         -3578.63132                   -
       174             104.401             0.00000            36.33343         -3615.41338         -3579.07994                   -
       175             105.001             0.00000            36.53770         -3616.33823         -3579.80053                  36
       176             105.601             0.00000            37.35718         -3617.12417         -3579.76700                   -
       177             106.201             0.00000            37.55626         -3617.45636         -3579.90009                   -
       178             106.801             0.00000            38.06647         -3617.12151         -3579.05504                   -
       179             107.401             0.00000            38.58604         -3616.45179         -3577.86575                   -
       180             108.001             0.00000            38.80329         -3615.95543         -3577.15213                  37
       181             108.601             0.00000            39.03427         -3615.59361         -3576.55934                   -
       182             109.201             0.00000            39.27349         -3614.88839         -3575.61490                   -
       183             109.801             0.00000            39.51229         -3613.81371         -3574.30141                   -
       184             110.401             0.00000            39.95887         -3612.95282         -3572.99395                   -
